"","nct_id","Disease","Phase","Industry","Duration.Treatment","Duration.Trial","N_total","Tier2_fraction","Tier3_fraction","GDP_weighted","Female_fraction","Age_mean","AA_fraction","Asian_fraction","Native_fraction","AE_AST_ALT","AE_COPD","AE_GORD","AE_LRTI","AE_URTI","AE_UTI","AE_abdominal_pain","AE_alopecia","AE_anaemia","AE_anorexia","AE_asthma","AE_back_pain","AE_bleeding","AE_chest_pain","AE_chills","AE_constipation","AE_cough","AE_dehydration","AE_diarrhoea","AE_dizziness","AE_drowsiness","AE_dyspepsia","AE_dyspnoea","AE_embolism","AE_fatigue","AE_fibrillation","AE_gastroenteritis","AE_haemoptysis","AE_headache","AE_heart_attack","AE_heart_failure","AE_hyperglycaemia","AE_hypertension","AE_hypokalaemia","AE_hyponatraemia","AE_hypotension","AE_hypoxia","AE_injection_site","AE_insomnia","AE_joint_pain","AE_limb_pain","AE_mood","AE_muscle_pain","AE_nasal","AE_nasopharyngitis","AE_nausea","AE_neutropenia","AE_pain","AE_pharynx_pain","AE_pleural_effusion","AE_pneumothorax","AE_pyrexia","AE_renal_failure","AE_respiratory_failure","AE_sepsis","AE_skin","AE_stroke","AE_swelling","AE_syncope","AE_taste","AE_thrombocytopenia","AE_thrombosis","AE_total_mortality","AE_total_other","AE_total_serious","dwp_all","dwp_wo_ae","dwp_sub"
"2765","NCT01431274","COPD","Phase 3","Sponsor",6,23.9671232876712,2624,0.213389121338912,0.150627615062762,38474.3514644351,0.264367816091954,64.8,2.76359832635983,30.3071129707113,4.73640167364017,0,0.256704980842912,0.00191570881226054,0.0172413793103448,0.0478927203065134,0.00191570881226054,0,0,0,0,0.00191570881226054,0,0,0.00766283524904215,0,0,0,0,0,0,0,0,0.00191570881226054,0.00574712643678161,0.00191570881226054,0.00191570881226054,0.00191570881226054,0,0,0.00574712643678161,0,0,0.00191570881226054,0,0.00191570881226054,0.00191570881226054,0,0,0,0,0,0,0.00191570881226054,0.00191570881226054,0.128352490421456,0.00191570881226054,0,0.00191570881226054,0,0,0.00191570881226054,0,0.00191570881226054,0.00191570881226054,0,0,0.00191570881226054,0.00191570881226054,0.00383141762452107,0,0,0.00191570881226054,0,0.369731800766284,0.166666666666667,10.727969348659,3.63984674329502,2.10727969348659
"2766","NCT01431274","COPD","Phase 3","Sponsor",6,23.9671232876712,2624,0.213389121338912,0.150627615062762,38474.3514644351,0.254789272030651,64.1,2.76359832635983,30.3071129707113,4.73640167364017,0,0.254789272030651,0,0.0191570881226054,0.0766283524904215,0.00191570881226054,0.00191570881226054,0,0,0,0,0.00383141762452107,0,0.00191570881226054,0,0,0,0,0,0,0,0,0.00191570881226054,0,0,0.00383141762452107,0,0,0,0.00191570881226054,0.00191570881226054,0,0.00191570881226054,0,0.00191570881226054,0,0.00191570881226054,0,0,0,0,0.00191570881226054,0,0,0.122605363984674,0,0,0.00191570881226054,0,0.00191570881226054,0,0,0.00191570881226054,0.00191570881226054,0,0.00191570881226054,0,0,0.00383141762452107,0,0,0,0,0.404214559386973,0.155172413793103,11.4942528735632,5.74712643678161,4.59770114942529
"2767","NCT01431274","COPD","Phase 3","Sponsor",6,23.9671232876712,2624,0.213389121338912,0.150627615062762,38474.3514644351,0.273244781783681,64.2,2.76359832635983,30.3071129707113,4.73640167364017,0,0.286527514231499,0,0.0094876660341556,0.0569259962049336,0.00189753320683112,0.00189753320683112,0,0,0.00189753320683112,0,0,0,0.00189753320683112,0,0,0,0,0,0,0,0,0.00189753320683112,0,0,0.00379506641366224,0,0,0,0.00189753320683112,0.00189753320683112,0,0.00189753320683112,0,0,0,0.00189753320683112,0,0,0,0,0,0,0,0.127134724857685,0,0,0,0,0.00189753320683112,0.00189753320683112,0,0.00379506641366224,0,0.00189753320683112,0,0.00189753320683112,0,0.00189753320683112,0,0,0,0,0.398481973434535,0.149905123339658,13.6622390891841,5.50284629981025,3.41555977229602
"2768","NCT01431274","COPD","Phase 3","Sponsor",6,23.9671232876712,2624,0.213389121338912,0.150627615062762,38474.3514644351,0.253333333333333,64.2,2.76359832635983,30.3071129707113,4.73640167364017,0,0.274285714285714,0,0.00952380952380952,0.0571428571428571,0.0019047619047619,0,0,0,0,0,0,0.0019047619047619,0.0019047619047619,0,0,0,0,0.0019047619047619,0.0019047619047619,0,0,0,0.0019047619047619,0,0.0019047619047619,0,0,0.0019047619047619,0.0019047619047619,0.00380952380952381,0,0,0,0,0.0019047619047619,0,0,0,0,0,0.0019047619047619,0,0,0.121904761904762,0.0019047619047619,0,0,0,0,0,0,0,0.0019047619047619,0.00380952380952381,0,0.00380952380952381,0.0019047619047619,0.0019047619047619,0,0,0,0,0.394285714285714,0.125714285714286,14.6666666666667,7.61904761904762,5.14285714285714
"2769","NCT01431274","COPD","Phase 3","Sponsor",6,23.9671232876712,2624,0.213389121338912,0.150627615062762,38474.3514644351,0.268939393939394,63.7,2.76359832635983,30.3071129707113,4.73640167364017,0,0.293560606060606,0,0.0151515151515152,0.0454545454545455,0,0.00378787878787879,0,0,0,0,0,0.00378787878787879,0.00189393939393939,0,0.00189393939393939,0,0,0,0.00189393939393939,0,0,0,0,0,0.00378787878787879,0.00568181818181818,0.00378787878787879,0,0.00189393939393939,0,0,0.00378787878787879,0,0,0,0,0,0,0,0,0.00189393939393939,0,0,0.123106060606061,0,0,0,0,0,0,0,0.00378787878787879,0.00378787878787879,0.00189393939393939,0.00189393939393939,0.00378787878787879,0.00189393939393939,0.00189393939393939,0,0,0.00189393939393939,0,0.418560606060606,0.142045454545455,18.3712121212121,8.71212121212121,6.62878787878788
"2770","NCT01431287","COPD","Phase 3","Sponsor",12,25.7095890410959,2538,0.125,0.2125,39888.9541666667,0.31163708086785,62.7,7.14416666666667,29.0345833333333,2.99166666666667,0,0.254437869822485,0,0.0177514792899408,0.0571992110453649,0.0019723865877712,0.0019723865877712,0,0.0019723865877712,0,0,0,0.0019723865877712,0.00394477317554241,0,0,0.0473372781065089,0.00394477317554241,0.0019723865877712,0,0,0,0.0394477317554241,0,0,0,0,0.0019723865877712,0,0.0019723865877712,0,0.0019723865877712,0.0236686390532544,0,0,0,0.0019723865877712,0,0,0,0,0.0019723865877712,0,0,0.120315581854043,0,0,0.0019723865877712,0,0,0.0019723865877712,0.0019723865877712,0.0019723865877712,0.00591715976331361,0.0019723865877712,0.0019723865877712,0.00394477317554241,0.0019723865877712,0.0019723865877712,0,0,0,0,0.422090729783037,0.161735700197239,15.1873767258383,7.10059171597633,5.91715976331361
"2771","NCT01431287","COPD","Phase 3","Sponsor",12,25.7095890410959,2538,0.125,0.2125,39888.9541666667,0.275590551181102,64.1,7.14416666666667,29.0345833333333,2.99166666666667,0,0.232283464566929,0,0.0177165354330709,0.0570866141732283,0.00393700787401575,0,0,0.00196850393700787,0,0,0.00196850393700787,0.00196850393700787,0.00393700787401575,0,0,0.0570866141732283,0,0,0,0,0,0.0413385826771654,0.00590551181102362,0,0.00196850393700787,0.00196850393700787,0,0.00196850393700787,0.00393700787401575,0.00196850393700787,0,0.0374015748031496,0,0,0,0.00196850393700787,0,0,0.00196850393700787,0,0.00196850393700787,0.00196850393700787,0.00196850393700787,0.137795275590551,0,0,0,0,0.00196850393700787,0,0,0,0.00393700787401575,0.00196850393700787,0,0,0.00393700787401575,0.00393700787401575,0,0,0,0,0.438976377952756,0.171259842519685,12.4015748031496,5.90551181102362,4.33070866141732
"2772","NCT01431287","COPD","Phase 3","Sponsor",12,25.7095890410959,2538,0.125,0.2125,39888.9541666667,0.264822134387352,63.5,7.14416666666667,29.0345833333333,2.99166666666667,0,0.260869565217391,0,0.00395256916996047,0.0533596837944664,0.00197628458498024,0,0,0,0,0.00197628458498024,0,0.00197628458498024,0.00197628458498024,0,0,0.0494071146245059,0,0,0.00197628458498024,0,0,0.0533596837944664,0,0,0.00197628458498024,0.00395256916996047,0,0,0.00197628458498024,0.00395256916996047,0,0.0197628458498024,0.00197628458498024,0,0,0.00197628458498024,0,0,0,0,0.00197628458498024,0,0.00197628458498024,0.106719367588933,0,0,0,0.00197628458498024,0,0.00592885375494071,0,0.00197628458498024,0.00592885375494071,0.00197628458498024,0.00197628458498024,0.00395256916996047,0.00197628458498024,0.00197628458498024,0,0,0.00197628458498024,0,0.426877470355731,0.183794466403162,19.1699604743083,8.69565217391304,7.31225296442688
"2773","NCT01431287","COPD","Phase 3","Sponsor",12,25.7095890410959,2538,0.125,0.2125,39888.9541666667,0.287968441814596,63.9,7.14416666666667,29.0345833333333,2.99166666666667,0,0.287968441814596,0,0.0118343195266272,0.0611439842209073,0.0019723865877712,0.0019723865877712,0,0.0019723865877712,0,0,0.0019723865877712,0.0019723865877712,0,0,0,0.0532544378698225,0,0,0.0019723865877712,0,0,0.0433925049309665,0.00394477317554241,0,0.0019723865877712,0.0019723865877712,0,0,0.0019723865877712,0.00394477317554241,0,0.019723865877712,0,0,0.0019723865877712,0,0,0,0,0,0,0,0.0019723865877712,0.116370808678501,0,0,0,0,0,0.0019723865877712,0,0.0019723865877712,0.00394477317554241,0.0019723865877712,0,0.0019723865877712,0,0.0019723865877712,0,0,0,0,0.449704142011834,0.177514792899408,19.3293885601578,8.08678500986193,6.50887573964497
"2774","NCT01431287","COPD","Phase 3","Sponsor",12,25.7095890410959,2538,0.125,0.2125,39888.9541666667,0.258823529411765,64.7,7.14416666666667,29.0345833333333,2.99166666666667,0,0.288235294117647,0.00196078431372549,0.0117647058823529,0.0627450980392157,0,0.00196078431372549,0,0.00196078431372549,0,0,0,0.00196078431372549,0.00588235294117647,0,0.00196078431372549,0.0333333333333333,0,0,0.00196078431372549,0,0,0.0392156862745098,0.00392156862745098,0,0.00196078431372549,0,0,0,0.00392156862745098,0.00392156862745098,0,0.0509803921568627,0,0,0.00196078431372549,0,0,0,0,0,0,0,0,0.129411764705882,0,0,0,0,0,0,0,0,0.00392156862745098,0.00196078431372549,0.00392156862745098,0,0,0.00588235294117647,0,0,0,0,0.482352941176471,0.207843137254902,19.2156862745098,7.64705882352941,5.68627450980392
"2775","NCT01431716","PH","Phase 3","Sponsor",3,10.6520547945205,41,0,0,44925.75,0.731707317073171,44.8,4.8780487804878,2.4390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731707317073171,0,0,0,0,0,0,0,0,0,0.0731707317073171,0,0,0,0,0,0.292682926829268,0,0,0,0,0,0,0,0,0,0,0,0.0731707317073171,0,0,0,0.170731707317073,0,0,0.146341463414634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75609756097561,0.170731707317073,2.4390243902439,2.4390243902439,2.4390243902439
"2776","NCT01431950","Asthma","Phase 3","Sponsor",6,12.7232876712329,238,0.325,0.05,43681.6,0.663865546218487,45.1,3.36134453781513,2.52100840336134,10.0840336134454,0,0,0,0.0672268907563025,0.0672268907563025,0.00840336134453781,0,0,0,0,0,0.0336134453781513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126050420168067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168067226890756,0.126050420168067,0,0,0,0.0420168067226891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411764705882353,0.0336134453781513,10.0840336134454,8.40336134453782,3.36134453781513
"2777","NCT01431950","Asthma","Phase 3","Sponsor",6,12.7232876712329,238,0.325,0.05,43681.6,0.680672268907563,46.6,4.20168067226891,0.840336134453782,10.0840336134454,0,0,0,0.117647058823529,0.0420168067226891,0.00840336134453781,0,0,0,0,0,0.0336134453781513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100840336134454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420168067226891,0.117647058823529,0,0,0,0.0252100840336134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436974789915966,0.0252100840336134,12.6050420168067,10.9243697478992,3.36134453781513
"2778","NCT01436071","Asthma","Phase 3","Sponsor",3,10.8493150684931,242,0.25,0.333333333333333,36976.6666666667,0.578512396694215,36.8,5.78512396694215,0,57.8512396694215,0,0,0,0,0.00826446280991736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495867768595041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578512396694215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148760330578512,0.00826446280991736,5.78512396694215,5.78512396694215,2.47933884297521
"2779","NCT01436071","Asthma","Phase 3","Sponsor",3,10.8493150684931,242,0.25,0.333333333333333,36976.6666666667,0.619834710743802,33.5,6.61157024793388,0.826446280991736,66.1157024793388,0,0,0,0,0.0330578512396694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115702479338843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413223140495868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223140495867769,0.00826446280991736,7.43801652892562,6.61157024793388,4.13223140495868
"2780","NCT01436110","Asthma","Phase 3","Sponsor",6,12.1972602739726,347,0.238095238095238,0.166666666666667,44206.7619047619,0.660869565217391,36.2,7.82608695652174,0,29.5652173913043,0,0,0,0,0.0521739130434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104347826086957,0,0,0,0,0,0,0,0,0,0,0,0.00869565217391304,0,0,0,0.104347826086957,0,0,0,0.0173913043478261,0,0,0,0,0,0,0.00869565217391304,0,0,0,0,0,0,0,0.339130434782609,0.00869565217391304,11.304347826087,9.56521739130435,6.08695652173913
"2781","NCT01436110","Asthma","Phase 3","Sponsor",6,12.1972602739726,347,0.238095238095238,0.166666666666667,44206.7619047619,0.615384615384615,35.4,11.965811965812,0.854700854700855,25.6410256410256,0,0,0,0,0.0512820512820513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145299145299145,0,0,0,0,0,0,0,0,0,0,0,0.0170940170940171,0,0,0,0.0683760683760684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324786324786325,0,9.4017094017094,8.54700854700855,7.69230769230769
"2782","NCT01436110","Asthma","Phase 3","Sponsor",6,12.1972602739726,347,0.238095238095238,0.166666666666667,44206.7619047619,0.704347826086957,37.6,7.82608695652174,0.869565217391304,26.9565217391304,0,0,0,0.00869565217391304,0.0347826086956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11304347826087,0,0,0,0,0,0,0,0,0,0,0,0.0347826086956522,0,0,0,0.0521739130434783,0,0,0,0.0521739130434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31304347826087,0.0260869565217391,11.304347826087,9.56521739130435,6.08695652173913
"2783","NCT01437397","COPD","Phase 3","Sponsor",6,16.6356164383562,1669,0,0,57750.7342342342,0.47289156626506,63.5,11.413963963964,4.4027027027027,8.7027027027027,0.00301204819277108,0.174698795180723,0,0.00903614457831325,0,0,0,0,0.00301204819277108,0,0,0,0,0.00301204819277108,0,0,0.036144578313253,0,0,0,0,0,0,0,0,0.00602409638554217,0,0,0,0.00301204819277108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036144578313253,0,0,0,0,0,0,0,0,0.00301204819277108,0,0,0.00602409638554217,0,0,0,0,0,0,0.174698795180723,0.036144578313253,24.3975903614458,18.0722891566265,8.13253012048193
"2784","NCT01437397","COPD","Phase 3","Sponsor",6,16.6356164383562,1669,0,0,57750.7342342342,0.490963855421687,63.7,11.413963963964,4.4027027027027,8.7027027027027,0,0.159638554216867,0,0.00903614457831325,0,0,0.00301204819277108,0,0,0,0,0,0,0.00301204819277108,0,0,0.0301204819277108,0,0,0,0,0,0,0,0,0.00301204819277108,0,0,0,0.00301204819277108,0,0,0.00301204819277108,0,0,0,0,0,0,0,0,0,0,0,0.0662650602409639,0.00301204819277108,0,0,0,0,0,0,0,0.00301204819277108,0,0,0,0,0.00301204819277108,0,0,0,0,0.22289156626506,0.0451807228915663,17.7710843373494,13.5542168674699,4.51807228915663
"2785","NCT01437397","COPD","Phase 3","Sponsor",6,16.6356164383562,1669,0,0,57750.7342342342,0.44213649851632,64.4,11.413963963964,4.4027027027027,8.7027027027027,0,0.169139465875371,0.0029673590504451,0.0029673590504451,0.0029673590504451,0.0029673590504451,0,0,0.0029673590504451,0,0,0,0,0.0029673590504451,0,0,0.0207715133531157,0,0,0.0029673590504451,0,0,0,0,0,0.0029673590504451,0.0029673590504451,0,0,0.0029673590504451,0,0,0,0,0.0029673590504451,0,0,0,0,0,0,0.0029673590504451,0,0,0.0356083086053412,0,0,0,0,0,0,0,0.0029673590504451,0,0.0029673590504451,0,0,0,0,0,0,0,0,0.169139465875371,0.0504451038575668,18.9910979228487,14.2433234421365,7.71513353115727
"2786","NCT01437397","COPD","Phase 3","Sponsor",6,16.6356164383562,1669,0,0,57750.7342342342,0.438438438438438,63.9,11.413963963964,4.4027027027027,8.7027027027027,0,0.147147147147147,0,0.003003003003003,0,0.003003003003003,0,0,0,0,0,0,0,0.00600600600600601,0,0.003003003003003,0.039039039039039,0.003003003003003,0,0,0,0,0,0,0.003003003003003,0.003003003003003,0.003003003003003,0,0.003003003003003,0.00600600600600601,0,0,0.003003003003003,0,0,0,0,0,0,0,0,0,0,0,0.0510510510510511,0,0,0,0,0,0,0,0,0,0,0,0.003003003003003,0.003003003003003,0.003003003003003,0,0,0,0,0.195195195195195,0.0540540540540541,17.4174174174174,10.8108108108108,4.8048048048048
"2787","NCT01437397","COPD","Phase 3","Sponsor",6,16.6356164383562,1669,0,0,57750.7342342342,0.498507462686567,64.2,11.413963963964,4.4027027027027,8.7027027027027,0,0.152238805970149,0,0.00597014925373134,0,0.00298507462686567,0,0,0.00298507462686567,0,0,0.00298507462686567,0,0.00298507462686567,0,0,0.0507462686567164,0,0,0.00298507462686567,0,0,0,0,0.00298507462686567,0,0,0,0,0.00298507462686567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477611940298507,0,0,0,0,0,0,0,0.00298507462686567,0,0,0,0,0,0,0,0,0,0,0.188059701492537,0.0567164179104478,18.2089552238806,11.9402985074627,5.97014925373134
"2788","NCT01437423","Inf.Disease","Phase 4","Sponsor",12.1982237212642,53.0630136986301,647,0,0,39387,0.505409582689335,0.68,0,100,0,0,0,0,0.12210200927357,0.0494590417310665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12210200927357,0,1.85471406491499,1.85471406491499,1.85471406491499
"2789","NCT01437540","COPD","Phase 3","Sponsor",12,18.3780821917808,590,0,0,59495,0.44949494949495,64.7,12.3,3.6,9,0,0.287878787878788,0,0.00505050505050505,0.0606060606060606,0.0555555555555556,0.00505050505050505,0,0,0,0,0,0.00505050505050505,0,0,0,0.0505050505050505,0,0,0.00505050505050505,0,0,0.00505050505050505,0,0,0.00505050505050505,0.00505050505050505,0,0,0,0.00505050505050505,0,0,0,0,0,0,0,0,0,0,0.0252525252525253,0,0,0.0555555555555556,0.0555555555555556,0,0,0,0,0,0,0.00505050505050505,0.00505050505050505,0,0,0,0,0,0,0,0,0,0.444444444444444,0.106060606060606,27.2727272727273,19.1919191919192,10.1010101010101
"2790","NCT01437540","COPD","Phase 3","Sponsor",12,18.3780821917808,590,0,0,59495,0.448979591836735,63.9,12.3,3.6,9,0,0.270408163265306,0,0.0102040816326531,0.0459183673469388,0.0663265306122449,0.00510204081632653,0,0,0,0,0,0.00255102040816327,0.00510204081632653,0,0,0.0255102040816327,0,0,0,0,0,0,0.00255102040816327,0,0.00510204081632653,0,0,0.00255102040816327,0,0.00255102040816327,0,0.00255102040816327,0,0,0,0,0,0,0.00255102040816327,0,0.0586734693877551,0,0,0.0637755102040816,0.0178571428571429,0,0.00255102040816327,0,0,0,0,0.00255102040816327,0.00255102040816327,0,0.00255102040816327,0,0,0.00255102040816327,0,0,0,0,0.418367346938776,0.0969387755102041,26.530612244898,16.5816326530612,8.6734693877551
"2791","NCT01438307","Cancer","Phase 2","Collabor",5.03787169001431,36.0328767123288,28,0,0,59495,0.428571428571429,65,12.3,3.6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,0.428571428571429,0.0714285714285714,0,0,0
"2792","NCT01438307","Cancer","Phase 2","Collabor",5.03787169001431,36.0328767123288,28,0,0,59495,0.428571428571429,65,12.3,3.6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,0.357142857142857,0.5,0,0,0
"2793","NCT01439165","Inf.Disease","Phase 4","Sponsor",15.8221421199488,49.0191780821918,1330,0,0,58806.8787878788,0.646341463414634,29.2,12.5242424242424,4.35151515151515,8.57575757575758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304878048780488,0,0,0,0.38719512195122,0,0,0,0,0,0,0,0,0.865853658536585,0,0,0,0,0.576219512195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865853658536585,0.00304878048780488,0.609756097560976,0.609756097560976,0.609756097560976
"2794","NCT01439165","Inf.Disease","Phase 4","Sponsor",15.8221421199488,49.0191780821918,1330,0,0,58806.8787878788,0.644710578842315,28.9,12.5242424242424,4.35151515151515,8.57575757575758,0,0,0,0,0,0,0.001001001001001,0,0,0,0,0,0.001001001001001,0,0,0,0,0,0,0,0,0,0,0,0.327327327327327,0,0,0,0.407407407407407,0,0,0,0,0,0,0,0,0.855855855855856,0,0,0,0,0.571571571571572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.855855855855856,0.00800800800800801,2.09580838323353,2.09580838323353,1.79640718562874
"2795","NCT01439360","Inf.Disease","Phase 3","Sponsor",8,39.0246575342466,12018,0.339805825242718,0.16504854368932,32710.067961165,0.486526946107784,1.81666666666667,2.81104457751164,45.2262142381903,0,0,0,0,0.0109780439121756,0.0858283433133733,0.000665335994677312,0,0,0.000499001996007984,0.215069860279441,0.00133067198935462,0,0,0,0,0.000166333998669328,0.000166333998669328,0.0011643379906853,0.00149700598802395,0,0.187791084497671,0,0.000166333998669328,0,0,0,0.00316034597471723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2375249500998,0,0,0.156852960745176,0,0,0.228875582168995,0,0.000166333998669328,0,0.157850964737192,0,0,0,0.181969394544245,0,0.123586161011311,0,0,0,0,0,0.582335329341317,0.0334331337325349,3.45974717232202,3.1936127744511,3.11044577511643
"2796","NCT01439360","Inf.Disease","Phase 3","Sponsor",8,39.0246575342466,12018,0.339805825242718,0.16504854368932,32710.067961165,0.488344988344988,1.825,2.76390276390276,45.4045954045954,0.04995004995005,0,0,0.000166500166500167,0.00932400932400932,0.0869130869130869,0.000666000666000666,0,0,0.000333000333000333,0.204795204795205,0.000999000999000999,0,0,0,0,0,0.0004995004995005,0.00133200133200133,0.00133200133200133,0,0.170662670662671,0,0.000166500166500167,0,0,0,0.0044955044955045,0,0,0,0,0,0.000166500166500167,0.000166500166500167,0,0,0,0,0,0,0,0.230602730602731,0,0.000166500166500167,0.145021645021645,0.0004995004995005,0,0.224941724941725,0,0,0,0.144189144189144,0,0,0.000166500166500167,0.163669663669664,0,0.110722610722611,0,0,0,0.000166500166500167,0,0.570596070596071,0.0361305361305361,3.2967032967033,3.23010323010323,3.04695304695305
"2798","NCT01443078","Cancer","Phase 2","Collabor",12.2,42.0164383561644,42,0,0,59495,0.642857142857143,64.4565743919536,12.3,3.6,9,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0.0238095238095238,0.0238095238095238,0,0,0,0.0238095238095238,0,0.166666666666667,0,0,0,0,0,0,0.547619047619048,0.0714285714285714,0.0238095238095238,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0.261904761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80952380952381,0.0952380952380952,4.76190476190476,2.38095238095238,2.38095238095238
"2799","NCT01443845","COPD","Phase 4","Sponsor",12,49.3150684931507,2352,0.14792899408284,0.168639053254438,45634.7869822485,0.303056027164686,64.4,2.97113752122241,14.1765704584041,1.52801358234295,0,0,0,0.0398981324278438,0.0509337860780985,0.000848896434634975,0.000848896434634975,0,0.0033955857385399,0.0772495755517827,0,0.000848896434634975,0.00424448217317487,0.00509337860780985,0,0.00254668930390492,0,0.000848896434634975,0.101018675721562,0.000848896434634975,0,0,0.000848896434634975,0.000848896434634975,0.000848896434634975,0.0033955857385399,0.00254668930390492,0.000848896434634975,0.067911714770798,0.00594227504244482,0.00169779286926995,0.000848896434634975,0.00254668930390492,0.00254668930390492,0.00169779286926995,0.000848896434634975,0.000848896434634975,0,0.00169779286926995,0.000848896434634975,0.000848896434634975,0.00169779286926995,0.000848896434634975,0,0.000848896434634975,0.0526315789473684,0,0.000848896434634975,0.000848896434634975,0.00169779286926995,0.0033955857385399,0.000848896434634975,0,0.00594227504244482,0.00254668930390492,0.000848896434634975,0.000848896434634975,0.000848896434634975,0.00254668930390492,0,0,0.000848896434634975,0,0.269100169779287,0.152801358234295,24.4482173174873,12.3938879456706,6.7911714770798
"2800","NCT01443845","COPD","Phase 4","Sponsor",12,49.3150684931507,2352,0.14792899408284,0.168639053254438,45634.7869822485,0.323679727427598,64.5,2.29982964224872,14.4804088586031,0.511073253833049,0,0.00255536626916525,0.00170357751277683,0.0383304940374787,0.0562180579216354,0.00255536626916525,0.000851788756388416,0,0.000851788756388416,0.0229982964224872,0,0,0.00170357751277683,0.00255536626916525,0,0.000851788756388416,0.000851788756388416,0,0.030664395229983,0.000851788756388416,0,0.000851788756388416,0.000851788756388416,0,0.000851788756388416,0.00425894378194208,0.000851788756388416,0.000851788756388416,0.0408858603066439,0.000851788756388416,0.00340715502555366,0,0.00170357751277683,0.000851788756388416,0,0,0,0,0.00170357751277683,0,0,0,0.000851788756388416,0.000851788756388416,0,0.0255536626916525,0,0.000851788756388416,0,0,0.00170357751277683,0.000851788756388416,0,0.00511073253833049,0.00340715502555366,0.000851788756388416,0.00170357751277683,0.000851788756388416,0.00340715502555366,0,0,0.00255536626916525,0,0.160136286201022,0.137989778534923,17.0357751277683,11.4991482112436,6.13287904599659
"2801","NCT01444430","Asthma","Phase 3","Sponsor",6.75,46.0602739726027,11693,0.251428571428571,0.182857142857143,40953.0771428571,0.653326492218232,43.5,6.85821788951599,15.5122284932444,3.59158542842483,0,0,0.000342055755088079,0.00102616726526424,0.000342055755088079,0.00017102787754404,0.000513083632632119,0,0,0,0.00615700359158543,0,0.00017102787754404,0.000513083632632119,0,0,0,0,0.00017102787754404,0.00017102787754404,0,0.00017102787754404,0.000342055755088079,0,0,0.000513083632632119,0.00017102787754404,0,0,0.00017102787754404,0.00017102787754404,0.00017102787754404,0.00017102787754404,0.00017102787754404,0,0,0,0,0,0.00017102787754404,0,0,0,0.00017102787754404,0.00017102787754404,0,0,0,0,0,0,0,0,0,0.00017102787754404,0.00017102787754404,0.000513083632632119,0,0.00017102787754404,0,0,0.00017102787754404,0,0,0.0210364289379169,1.24850350607149,1.24850350607149,1.23140071831709
